0,1,2,3,4,5,6,7,8,9,10,11
0.001000000000,0.001873817423,0.003511191734,0.006579332247,0.012328467394,0.023101297001,0.043287612811,0.081113083079,0.151991108295,0.284803586844,0.533669923121,1.000000000000
0.000000742963,0.000003537041,0.000000900546,0.000016343832,0.000043164987,0.000005442732,0.000159273208,0.000187268676,0.002773969590,0.032561223024,0.007879037126,0.198334503775
0.000000180174,0.000001896487,0.000004683635,0.000000691774,0.000016872468,0.000124498871,0.000536390279,0.000186334517,0.000868863686,0.016940349328,0.016447151445,0.453288487277
0.000000545208,0.000002681225,0.000001201149,0.000019504437,0.000018436449,0.000569090258,0.000028913309,0.001070775405,0.000478404981,0.003851398150,0.170439522154,0.583840259371
0.000000049001,0.000002140154,0.000001649808,0.000002500056,0.000024789297,0.000020997660,0.001430945722,0.000208158782,0.002061494730,0.026187006259,0.009875339119,0.056347031721
0.000000787894,0.000000123631,0.000000216005,0.000001858252,0.000011520295,0.000049602098,0.004890592742,0.001858326436,0.011240922511,0.017868607961,0.053830618121,0.271949313714
0.000000365621,0.000000133961,0.000000272866,0.000001594021,0.000012034862,0.000019973053,0.001116594464,0.001246071730,0.001466777111,0.027136025811,0.039896429764,0.550323200034
0.000000097114,0.000001155212,0.000000124626,0.000005629138,0.000157716092,0.000038753015,0.003498445182,0.002615802529,0.001815903829,0.030130348628,0.036974925998,0.215796147018
0.000000021221,0.000000156846,0.000004663010,0.000015497259,0.000055474239,0.001006704294,0.001514409262,0.000878531112,0.008089383455,0.029311734480,0.022080073431,0.299471609267
0.000002873584,0.000000213672,0.000009093182,0.000001143657,0.000003710776,0.000110691938,0.000228217079,0.002392476082,0.011188695029,0.007783191029,0.201710489614,0.411001655621
0.000000216585,0.000001562693,0.000000495014,0.000002451807,0.000027962224,0.000088331923,0.000444307463,0.000166517419,0.010483804956,0.008772059812,0.096862696434,0.130181849413
0.000000162099,0.000000239231,0.000003253747,0.000007623772,0.000127311172,0.000035053588,0.001917405599,0.006801518098,0.000658942522,0.002740968828,0.144589098284,0.516861295300
0.000000326342,0.000000376805,0.000007025791,0.000005728342,0.000024498594,0.000255903439,0.000113901656,0.001221765074,0.037876219721,0.010188141602,0.224080525678,0.507119851662
0.000000957460,0.000000159562,0.000001123567,0.000007271468,0.000007300799,0.000113673090,0.000872898386,0.000105434422,0.041082788763,0.014300063319,0.003953855811,0.033188010021
0.000000005747,0.000000728094,0.000000063157,0.000007396913,0.000067030131,0.000085420537,0.001071105617,0.000121146313,0.002329606276,0.084348889333,0.290882492326,0.122383876296
0.000000342970,0.000007300001,0.000001076103,0.000003503937,0.000071905409,0.000043000875,0.000590396898,0.004572144315,0.019718256804,0.011468583302,0.022740470657,0.523544724421
0.000000911705,0.000000228272,0.000001242591,0.000001434689,0.000062710640,0.000075456642,0.000712646754,0.001339358421,0.003463056733,0.025802387264,0.027999978124,0.138198053824
0.000000103213,0.000001122998,0.000003746751,0.000003965967,0.000073935925,0.000106442142,0.000644713088,0.004197801389,0.014495332785,0.062487804835,0.012911288191,0.275868369236
0.000000427218,0.000000101037,0.000000231224,0.000025854346,0.000001509019,0.000387021048,0.000298563364,0.003714590479,0.003183012854,0.028991249100,0.023682710840,0.414453261149
0.000000096976,0.000001228680,0.000004051572,0.000000090128,0.000108373867,0.000359242396,0.001410517808,0.002887495968,0.014920593625,0.109095601960,0.008527836496,0.404666954777
0.000000146212,0.000000162365,0.000007804763,0.000008845375,0.000005994764,0.000019234514,0.000857871238,0.007263104980,0.003055148791,0.018709700982,0.014513378521,0.238639270138
0.000000074434,0.000000154085,0.000004888836,0.000026905861,0.000043489353,0.000003190063,0.000177287974,0.001631180760,0.015193328966,0.004108852754,0.066099552449,0.211600077747
0.000000105781,0.000000210285,0.000000592581,0.000002139620,0.000029278046,0.000619235755,0.000307545539,0.001230636816,0.001351341541,0.000981556387,0.013480862883,0.477909083012
0.000000032592,0.000000964867,0.000003480518,0.000034861852,0.000002896164,0.000123263679,0.000007634407,0.000426898243,0.001878183779,0.004175621763,0.151716739480,0.039079837221
0.000000155078,0.000000282678,0.000001308605,0.000009108876,0.000078240389,0.000537332232,0.002762777847,0.003795953847,0.002453983421,0.000755553674,0.258721745514,0.240519502104
0.000000167995,0.000000012965,0.000000101933,0.000010951744,0.000003735419,0.001057729842,0.002335470876,0.000395383599,0.004972882190,0.011194583859,0.010291103842,0.020654330115
0.000000037046,0.000001358164,0.000002749520,0.000011579271,0.000080330427,0.000009901076,0.001151030647,0.000275987133,0.000614005573,0.006859261025,0.040751461455,0.004819159217
0.000000677670,0.000003746331,0.000002053019,0.000006160708,0.000013309171,0.000042968598,0.003417921795,0.000367918480,0.011191998775,0.040504565519,0.163542322224,0.072628657569
0.000001971631,0.000001199209,0.000000091603,0.000041975132,0.000263570758,0.000031298130,0.001241371109,0.001938288920,0.003427022788,0.007023783660,0.068480324362,0.085845934294
0.000000245829,0.000001749555,0.000004494892,0.000012469812,0.000011786783,0.000041531532,0.000968167203,0.001493825946,0.000714502119,0.005187579803,0.046429022385,0.129290540883
0.000000974343,0.000001355138,0.000000416065,0.000000839266,0.000008302611,0.000151150496,0.001972118551,0.002197224494,0.007400547335,0.010510808339,0.023094535938,0.160486442574
0.000000308343,0.000000882274,0.000004908170,0.000001063058,0.000007774520,0.000046646507,0.000690335472,0.009079612478,0.006044957962,0.005976355638,0.007775389304,0.179499681688
0.000000123647,0.000000082386,0.000000197268,0.000003987680,0.000032736748,0.000098613557,0.000625324153,0.000478266324,0.000492787957,0.006635356993,0.036323233955,0.611535219635
0.000000058192,0.000000925778,0.000007518561,0.000013373957,0.000183704837,0.000067778229,0.000136487696,0.001193071589,0.003641557694,0.041702914972,0.069310764258,0.478261467450
0.000000667488,0.000000249450,0.000005820864,0.000011534822,0.000030171103,0.000127951378,0.000014425205,0.001627601691,0.001428380698,0.003982011366,0.403207977589,0.059406093708
0.000000149560,0.000000305835,0.000005291055,0.000008301294,0.000041223806,0.000298316384,0.000036749747,0.000612786753,0.001350327539,0.021841914525,0.182808737666,0.343117643331
0.000000229790,0.000000347528,0.000001578818,0.000001604503,0.000007938554,0.000003993475,0.000101812585,0.021118872037,0.001214673120,0.050441384675,0.187411794177,0.608864701511
0.000000557966,0.000000720765,0.000004917864,0.000060886340,0.000055310428,0.000107224997,0.000329460636,0.000221580914,0.004187256533,0.013713270757,0.094734588493,0.562316721263
0.000000108546,0.000003449902,0.000004942842,0.000007905139,0.000094686829,0.000043185977,0.000596360010,0.004021859100,0.000337715697,0.017231118734,0.012908866983,0.108559626186
0.000000090854,0.000000176362,0.000000035716,0.000005696776,0.000019702383,0.000029939126,0.000859617560,0.000559108786,0.001928802460,0.006413676164,0.205197206856,0.054785191253
0.000000166829,0.000000140154,0.000004288138,0.000013866705,0.000015519533,0.000002221666,0.001882375039,0.005012178946,0.012354668672,0.037832180775,0.165892464035,0.229558400410
