0,1,2
1.0526628555929511,1.0526628555929511,1.0526628555929511
0.0,0.0,0.0
-0.06529771914634665,-0.013849071163960558,-0.003987504140330208
-0.043676051953652116,-0.009263305971090856,-0.0026671442781659406
-0.152422242219555,-0.06046124111596909,-0.09667172915251027
-0.04480673107539781,-0.10795836781499098,0.008885157463146888
-0.05717612824942794,-0.15146495261004356,-0.16012331016565148
0.06713033818375888,-0.06321927089418766,-0.13018820578563983
-0.042374707765589145,0.014331770180738865,-0.06170136051111382
-0.09039052125596261,-0.07644662466915488,-0.13726291972512908
0.0805456448342522,-0.21578260481279055,-0.1315269867335463
0.0027733417283989786,0.014311044693517433,-0.2588097857247432
0.13367491167606946,0.22436892767592406,-0.21534206104259374
0.21366780571639812,0.22838834653109708,0.058728403227360414
-0.14220224751237506,0.009198371836797156,0.13891080973971048
-0.22082630959535923,-0.1531588177630926,0.06726073311700237
0.010679063477704705,0.0010567040352071344,0.1034186054187253
0.1779100072225002,-0.014238383202949685,0.11073054742048027
0.22314609040641,-0.3063176729493292,-0.20705665884516164
-0.10518920411472735,-0.21434669420120897,-0.20198349595381407
-0.5096513112449159,-0.14406834977042074,-0.046986580332080904
-0.406903719945635,0.06324868656173094,-0.04625344681365635
-0.16347362989558958,0.22740042794302878,0.2007604214152233
0.017523292703446512,0.039063617458334046,0.1710324357791117
0.15900841014581635,0.13229426027162047,0.03389847505652133
0.08061089627596958,0.12616399739252637,-0.23842495201476557
-0.1394398179619614,-0.01416609431046268,-0.3229007315749869
-0.13876291793299653,-0.06495674660135138,-0.07236384856430789
-0.1222613387222782,-0.1866265530568066,-0.05624906413750801
0.021628761405589284,-0.1124004642545204,0.036196386385593755
0.0054167946510351225,-0.028150027739933924,0.009065169682329427
0.0,0.0,0.0
